shift_id,timestamp,weather_condition,visibility_meters,temperature_celsius,wind_speed_kmph,worker_fatigue_hours,overtime_workers_count,equipment_fault_count,communication_failure_count,active_staff_count,aircraft_on_ramp_count,day_traffic_profile,safety_risk_score,risk_category
JED-SHIFT-21598,2044-11-15T00:00:00Z,DUST_HAZE,4197,37.0,27.0,5.0,7,2,1,177,14,WEEKDAY_CALM,0.67,MODERATE_RISK
JED-SHIFT-38723,2060-07-02T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,202,12,WEEKEND_RUSH,0.9,HIGH_RISK
JED-SHIFT-15405,2039-03-22T16:00:00Z,CLEAR,9404,24.8,21.0,4.8,0,0,0,104,7,WEEKDAY_CALM,0.24,LOW_RISK
JED-SHIFT-39278,2061-01-03T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,207,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-03069,2027-12-18T16:00:00Z,CLEAR,9068,29.6,12.0,3.6,0,0,0,68,7,WEEKEND_RUSH,0.28,LOW_RISK
JED-SHIFT-38104,2059-12-09T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,183,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-16487,2040-03-17T08:00:00Z,CLEAR,9486,27.2,1.5,1.2,2,0,0,106,9,WEEKEND_RUSH,0.26,LOW_RISK
JED-SHIFT-01759,2026-10-08T00:00:00Z,CLEAR,9758,29.6,4.5,3.6,2,0,0,78,9,WEEKDAY_CALM,0.38,LOW_RISK
JED-SHIFT-10021,2034-04-23T00:00:00Z,CLEAR,9020,20.0,0.0,0.0,0,0,0,60,7,WEEKDAY_CALM,0.2,LOW_RISK
JED-SHIFT-24864,2047-11-08T16:00:00Z,CLEAR,4463,33.0,23.0,7.0,8,4,3,163,24,WEEKEND_RUSH,0.63,MODERATE_RISK
JED-SHIFT-02755,2027-09-05T00:00:00Z,CLEAR,9754,24.8,13.5,4.8,2,0,0,114,5,WEEKDAY_CALM,0.34,LOW_RISK
JED-SHIFT-13915,2037-11-11T00:00:00Z,CLEAR,9914,24.8,13.5,4.8,2,0,0,114,5,WEEKDAY_CALM,0.34,LOW_RISK
JED-SHIFT-23576,2046-09-05T08:00:00Z,CLEAR,3175,35.0,25.0,7.0,5,3,2,155,18,WEEKDAY_CALM,0.65,MODERATE_RISK
JED-SHIFT-14737,2038-08-12T00:00:00Z,CLEAR,9736,27.2,9.0,1.2,0,0,0,96,3,WEEKDAY_CALM,0.36,LOW_RISK
JED-SHIFT-12894,2036-12-05T16:00:00Z,CLEAR,9893,23.6,12.0,3.6,1,1,1,113,8,WEEKEND_RUSH,0.33,LOW_RISK
JED-SHIFT-30125,2052-08-27T08:00:00Z,CLEAR,3724,34.0,19.0,4.0,9,3,2,144,15,WEEKDAY_CALM,0.64,MODERATE_RISK
JED-SHIFT-18366,2041-12-03T16:00:00Z,CLEAR,9365,26.0,7.5,0.0,1,1,1,65,8,WEEKDAY_CALM,0.25,LOW_RISK
JED-SHIFT-20736,2044-02-01T16:00:00Z,CLEAR,3335,35.0,20.0,7.0,5,4,3,115,20,WEEKDAY_CALM,0.65,MODERATE_RISK
JED-SHIFT-38891,2060-08-27T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,220,12,WEEKEND_RUSH,0.9,HIGH_RISK
JED-SHIFT-18538,2042-01-30T00:00:00Z,CLEAR,9537,28.4,18.0,2.4,1,1,1,117,4,WEEKDAY_CALM,0.37,LOW_RISK
JED-SHIFT-25610,2048-07-14T08:00:00Z,CLEAR,5209,39.0,19.0,5.0,9,3,2,109,15,WEEKDAY_CALM,0.69,MODERATE_RISK
JED-SHIFT-39835,2061-07-08T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,214,20,WEEKEND_RUSH,0.88,HIGH_RISK
JED-SHIFT-23558,2046-08-30T08:00:00Z,CLEAR,3157,37.0,22.0,5.0,7,3,2,137,14,WEEKDAY_CALM,0.67,MODERATE_RISK
JED-SHIFT-01576,2026-08-08T00:00:00Z,CLEAR,9575,26.0,0.0,0.0,3,1,1,75,10,WEEKEND_RUSH,0.35,LOW_RISK
JED-SHIFT-33908,2056-02-09T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,187,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-13115,2037-02-17T08:00:00Z,CLEAR,9114,24.8,6.0,4.8,2,0,0,94,5,WEEKDAY_CALM,0.34,LOW_RISK
JED-SHIFT-24319,2047-05-11T00:00:00Z,DUST_HAZE,3918,38.0,18.0,6.0,8,2,1,178,24,WEEKEND_RUSH,0.68,MODERATE_RISK
JED-SHIFT-30407,2052-11-29T08:00:00Z,CLEAR,4006,36.0,16.0,6.0,6,3,2,106,22,WEEKEND_RUSH,0.66,MODERATE_RISK
JED-SHIFT-17391,2041-01-12T16:00:00Z,CLEAR,9390,20.0,7.5,0.0,2,0,0,110,9,WEEKEND_RUSH,0.3,LOW_RISK
JED-SHIFT-32105,2054-06-18T08:00:00Z,CLEAR,5704,34.0,19.0,4.0,9,3,2,124,14,WEEKDAY_CALM,0.64,MODERATE_RISK
JED-SHIFT-16909,2040-08-05T00:00:00Z,CLEAR,9908,29.6,4.5,3.6,0,0,0,108,7,WEEKDAY_CALM,0.28,LOW_RISK
JED-SHIFT-17318,2040-12-19T08:00:00Z,CLEAR,9317,28.4,10.5,2.4,1,1,1,97,8,WEEKDAY_CALM,0.37,LOW_RISK
JED-SHIFT-39744,2061-06-07T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,223,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-07760,2032-03-30T08:00:00Z,CLEAR,9759,30.8,6.0,4.8,3,1,1,79,10,WEEKDAY_CALM,0.39,LOW_RISK
JED-SHIFT-30798,2053-04-08T16:00:00Z,CLEAR,4397,37.0,17.0,5.0,7,4,3,177,16,WEEKDAY_CALM,0.67,MODERATE_RISK
JED-SHIFT-29764,2052-04-29T00:00:00Z,DUST_HAZE,3363,33.0,18.0,7.0,8,2,1,103,18,WEEKDAY_CALM,0.63,MODERATE_RISK
JED-SHIFT-03586,2028-06-08T00:00:00Z,CLEAR,9585,26.0,0.0,0.0,1,1,1,105,4,WEEKDAY_CALM,0.25,LOW_RISK
JED-SHIFT-30435,2052-12-08T16:00:00Z,CLEAR,4034,34.0,29.0,6.0,9,4,3,134,17,WEEKDAY_CALM,0.64,MODERATE_RISK
JED-SHIFT-01228,2026-04-14T00:00:00Z,CLEAR,9227,28.4,18.0,2.4,3,1,1,87,6,WEEKDAY_CALM,0.27,LOW_RISK
JED-SHIFT-23668,2046-10-06T00:00:00Z,DUST_HAZE,3267,37.0,27.0,7.0,7,2,1,167,23,WEEKEND_RUSH,0.67,MODERATE_RISK
JED-SHIFT-38224,2060-01-18T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,203,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-19691,2043-02-18T08:00:00Z,CLEAR,9690,20.0,15.0,0.0,2,0,0,70,5,WEEKDAY_CALM,0.3,LOW_RISK
JED-SHIFT-39727,2061-06-02T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,206,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-22756,2045-12-06T00:00:00Z,DUST_HAZE,5355,35.0,15.0,7.0,5,2,1,135,17,WEEKDAY_CALM,0.65,MODERATE_RISK
JED-SHIFT-36430,2058-05-30T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,209,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-24115,2047-03-04T00:00:00Z,DUST_HAZE,3714,34.0,24.0,6.0,9,2,1,134,18,WEEKDAY_CALM,0.64,MODERATE_RISK
JED-SHIFT-02961,2027-11-12T16:00:00Z,CLEAR,9960,20.0,7.5,0.0,0,0,0,80,3,WEEKEND_RUSH,0.2,LOW_RISK
JED-SHIFT-06120,2030-09-30T16:00:00Z,CLEAR,9119,30.8,21.0,4.8,3,1,1,119,10,WEEKDAY_CALM,0.39,LOW_RISK
JED-SHIFT-05658,2030-04-29T16:00:00Z,CLEAR,9657,28.4,3.0,2.4,1,1,1,77,4,WEEKDAY_CALM,0.37,LOW_RISK
JED-SHIFT-24916,2047-11-26T00:00:00Z,DUST_HAZE,4515,35.0,15.0,7.0,5,2,1,135,14,WEEKDAY_CALM,0.65,MODERATE_RISK
JED-SHIFT-20939,2044-04-09T08:00:00Z,CLEAR,3538,38.0,28.0,6.0,8,3,2,158,24,WEEKEND_RUSH,0.68,MODERATE_RISK
JED-SHIFT-37957,2059-10-21T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,186,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-20443,2043-10-27T00:00:00Z,DUST_HAZE,3042,32.0,27.0,6.0,7,2,1,142,14,WEEKDAY_CALM,0.62,MODERATE_RISK
JED-SHIFT-31329,2053-10-02T16:00:00Z,CLEAR,4928,38.0,23.0,4.0,8,4,3,148,15,WEEKDAY_CALM,0.68,MODERATE_RISK
JED-SHIFT-38905,2060-09-01T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,184,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-03915,2028-09-25T16:00:00Z,CLEAR,9914,24.8,21.0,4.8,2,0,0,74,5,WEEKDAY_CALM,0.34,LOW_RISK
JED-SHIFT-26155,2049-01-12T00:00:00Z,DUST_HAZE,5754,34.0,24.0,6.0,9,2,1,174,14,WEEKDAY_CALM,0.64,MODERATE_RISK
JED-SHIFT-38761,2060-07-15T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,190,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-01182,2026-03-29T16:00:00Z,CLEAR,9181,21.2,16.5,1.2,1,1,1,101,8,WEEKDAY_CALM,0.21,LOW_RISK
JED-SHIFT-27250,2050-01-12T00:00:00Z,DUST_HAZE,3849,39.0,24.0,5.0,9,2,1,149,17,WEEKDAY_CALM,0.69,MODERATE_RISK
JED-SHIFT-04429,2029-03-16T00:00:00Z,CLEAR,9428,29.6,4.5,3.6,0,0,0,108,7,WEEKEND_RUSH,0.28,LOW_RISK
JED-SHIFT-01434,2026-06-21T16:00:00Z,CLEAR,9433,23.6,12.0,3.6,1,1,1,113,4,WEEKDAY_CALM,0.33,LOW_RISK
JED-SHIFT-20078,2043-06-27T08:00:00Z,CLEAR,9077,28.4,10.5,2.4,1,1,1,97,8,WEEKEND_RUSH,0.37,LOW_RISK
JED-SHIFT-31424,2053-11-03T08:00:00Z,CLEAR,5023,33.0,28.0,7.0,8,3,2,163,19,WEEKDAY_CALM,0.63,MODERATE_RISK
JED-SHIFT-13967,2037-11-28T08:00:00Z,CLEAR,9966,27.2,1.5,1.2,2,0,0,106,9,WEEKEND_RUSH,0.26,LOW_RISK
JED-SHIFT-39227,2060-12-17T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,206,12,WEEKEND_RUSH,0.9,HIGH_RISK
JED-SHIFT-04293,2029-01-29T16:00:00Z,CLEAR,9292,22.4,3.0,2.4,0,0,0,92,7,WEEKDAY_CALM,0.32,LOW_RISK
JED-SHIFT-38737,2060-07-07T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,216,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-36536,2058-07-04T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,215,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-09427,2033-10-07T00:00:00Z,CLEAR,9426,27.2,9.0,1.2,2,0,0,66,5,WEEKEND_RUSH,0.26,LOW_RISK
JED-SHIFT-36150,2058-02-25T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,229,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-23692,2046-10-14T00:00:00Z,DUST_HAZE,3291,31.0,21.0,7.0,6,2,1,111,15,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-02880,2027-10-16T16:00:00Z,CLEAR,9879,30.8,21.0,4.8,3,1,1,119,10,WEEKEND_RUSH,0.39,LOW_RISK
JED-SHIFT-17838,2041-06-10T16:00:00Z,CLEAR,9837,28.4,3.0,2.4,1,1,1,77,8,WEEKDAY_CALM,0.37,LOW_RISK
JED-SHIFT-34170,2056-05-06T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,199,19,WEEKEND_RUSH,0.86,HIGH_RISK
JED-SHIFT-20001,2043-06-01T16:00:00Z,CLEAR,9000,20.0,7.5,0.0,0,0,0,80,3,WEEKDAY_CALM,0.2,LOW_RISK
JED-SHIFT-37899,2059-10-01T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,228,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-15284,2039-02-10T08:00:00Z,CLEAR,9283,23.6,19.5,3.6,3,1,1,103,6,WEEKDAY_CALM,0.23,LOW_RISK
JED-SHIFT-15786,2039-07-27T16:00:00Z,CLEAR,9785,26.0,7.5,0.0,1,1,1,65,4,WEEKDAY_CALM,0.25,LOW_RISK
JED-SHIFT-34162,2056-05-04T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,191,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-07949,2032-06-01T08:00:00Z,CLEAR,9948,29.6,19.5,3.6,0,0,0,88,7,WEEKDAY_CALM,0.28,LOW_RISK
JED-SHIFT-33910,2056-02-10T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,189,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-01198,2026-04-04T00:00:00Z,CLEAR,9197,28.4,18.0,2.4,1,1,1,117,8,WEEKEND_RUSH,0.37,LOW_RISK
JED-SHIFT-00759,2025-11-08T16:00:00Z,CLEAR,9758,29.6,12.0,3.6,2,0,0,98,9,WEEKEND_RUSH,0.38,LOW_RISK
JED-SHIFT-26705,2049-07-14T08:00:00Z,CLEAR,3304,34.0,19.0,4.0,9,3,2,164,18,WEEKDAY_CALM,0.64,MODERATE_RISK
JED-SHIFT-06492,2031-02-01T16:00:00Z,CLEAR,9491,21.2,16.5,1.2,3,1,1,71,6,WEEKEND_RUSH,0.31,LOW_RISK
JED-SHIFT-10445,2034-09-11T08:00:00Z,CLEAR,9444,24.8,6.0,4.8,0,0,0,64,7,WEEKDAY_CALM,0.24,LOW_RISK
JED-SHIFT-05580,2030-04-03T16:00:00Z,CLEAR,9579,30.8,21.0,4.8,3,1,1,119,6,WEEKDAY_CALM,0.39,LOW_RISK
JED-SHIFT-23310,2046-06-08T16:00:00Z,CLEAR,5909,39.0,29.0,5.0,9,4,3,129,25,WEEKEND_RUSH,0.69,MODERATE_RISK
JED-SHIFT-14417,2038-04-27T08:00:00Z,CLEAR,9416,27.2,1.5,1.2,0,0,0,76,3,WEEKDAY_CALM,0.36,LOW_RISK
JED-SHIFT-38562,2060-05-09T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,191,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-04700,2029-06-14T08:00:00Z,CLEAR,9699,30.8,6.0,4.8,3,1,1,79,6,WEEKDAY_CALM,0.39,LOW_RISK
JED-SHIFT-19498,2042-12-16T00:00:00Z,CLEAR,9497,28.4,18.0,2.4,1,1,1,117,4,WEEKDAY_CALM,0.37,LOW_RISK
JED-SHIFT-35424,2057-06-28T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,203,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-36648,2058-08-10T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,227,19,WEEKEND_RUSH,0.86,HIGH_RISK
JED-SHIFT-33232,2055-06-29T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,211,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-05357,2030-01-19T08:00:00Z,CLEAR,9356,27.2,1.5,1.2,0,0,0,76,7,WEEKEND_RUSH,0.36,LOW_RISK
JED-SHIFT-35495,2057-07-22T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,224,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-38494,2060-04-17T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,223,20,WEEKEND_RUSH,0.88,HIGH_RISK
JED-SHIFT-25356,2048-04-20T16:00:00Z,CLEAR,4955,35.0,20.0,7.0,5,4,3,175,20,WEEKDAY_CALM,0.65,MODERATE_RISK
JED-SHIFT-09163,2033-07-11T00:00:00Z,CLEAR,9162,22.4,18.0,2.4,2,0,0,102,5,WEEKDAY_CALM,0.22,LOW_RISK
JED-SHIFT-14241,2038-02-27T16:00:00Z,CLEAR,9240,20.0,7.5,0.0,0,0,0,80,3,WEEKEND_RUSH,0.2,LOW_RISK
JED-SHIFT-27422,2050-03-10T08:00:00Z,CLEAR,4021,31.0,16.0,5.0,6,3,2,161,14,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-14612,2038-07-01T08:00:00Z,CLEAR,9611,21.2,1.5,1.2,3,1,1,91,6,WEEKDAY_CALM,0.31,LOW_RISK
JED-SHIFT-35182,2057-04-09T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,211,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-01183,2026-03-30T00:00:00Z,CLEAR,9182,22.4,18.0,2.4,2,0,0,102,9,WEEKDAY_CALM,0.22,LOW_RISK
JED-SHIFT-03198,2028-01-30T16:00:00Z,CLEAR,9197,28.4,3.0,2.4,1,1,1,77,8,WEEKDAY_CALM,0.37,LOW_RISK
JED-SHIFT-23891,2046-12-19T08:00:00Z,CLEAR,3490,30.0,25.0,6.0,5,3,2,150,18,WEEKDAY_CALM,0.6,MODERATE_RISK
JED-SHIFT-27326,2050-02-06T08:00:00Z,CLEAR,3925,35.0,25.0,5.0,5,3,2,145,16,WEEKDAY_CALM,0.65,MODERATE_RISK
JED-SHIFT-26008,2048-11-24T00:00:00Z,DUST_HAZE,5607,37.0,27.0,7.0,7,2,1,107,14,WEEKDAY_CALM,0.67,MODERATE_RISK
JED-SHIFT-21842,2045-02-04T08:00:00Z,CLEAR,4441,31.0,16.0,5.0,6,3,2,101,22,WEEKEND_RUSH,0.61,MODERATE_RISK
JED-SHIFT-03190,2028-01-28T00:00:00Z,CLEAR,9189,30.8,13.5,4.8,1,1,1,69,8,WEEKEND_RUSH,0.29,LOW_RISK
JED-SHIFT-01501,2026-07-14T00:00:00Z,CLEAR,9500,20.0,0.0,0.0,0,0,0,60,7,WEEKDAY_CALM,0.2,LOW_RISK
JED-SHIFT-02143,2027-02-13T00:00:00Z,CLEAR,9142,22.4,18.0,2.4,2,0,0,102,9,WEEKEND_RUSH,0.22,LOW_RISK
JED-SHIFT-22366,2045-07-29T00:00:00Z,DUST_HAZE,4965,35.0,15.0,5.0,5,2,1,145,21,WEEKEND_RUSH,0.65,MODERATE_RISK
JED-SHIFT-13677,2037-08-23T16:00:00Z,CLEAR,9676,27.2,16.5,1.2,0,0,0,116,7,WEEKDAY_CALM,0.36,LOW_RISK
JED-SHIFT-30611,2053-02-05T08:00:00Z,CLEAR,4210,30.0,25.0,6.0,5,3,2,150,18,WEEKDAY_CALM,0.6,MODERATE_RISK
JED-SHIFT-19608,2043-01-21T16:00:00Z,CLEAR,9607,28.4,3.0,2.4,3,1,1,107,10,WEEKDAY_CALM,0.27,LOW_RISK
JED-SHIFT-19487,2042-12-12T08:00:00Z,CLEAR,9486,27.2,1.5,1.2,2,0,0,106,9,WEEKEND_RUSH,0.26,LOW_RISK
JED-SHIFT-18464,2042-01-05T08:00:00Z,CLEAR,9463,23.6,19.5,3.6,3,1,1,103,10,WEEKDAY_CALM,0.23,LOW_RISK
JED-SHIFT-28605,2051-04-08T16:00:00Z,CLEAR,5204,34.0,29.0,4.0,9,4,3,144,25,WEEKEND_RUSH,0.64,MODERATE_RISK
JED-SHIFT-02848,2027-10-06T00:00:00Z,CLEAR,9847,28.4,18.0,2.4,3,1,1,87,10,WEEKDAY_CALM,0.27,LOW_RISK
JED-SHIFT-01148,2026-03-18T08:00:00Z,CLEAR,9147,28.4,10.5,2.4,3,1,1,67,6,WEEKDAY_CALM,0.27,LOW_RISK
JED-SHIFT-25824,2048-09-23T16:00:00Z,CLEAR,5423,33.0,23.0,7.0,8,4,3,163,19,WEEKDAY_CALM,0.63,MODERATE_RISK
JED-SHIFT-25111,2048-01-30T00:00:00Z,DUST_HAZE,4710,30.0,15.0,6.0,5,2,1,170,20,WEEKDAY_CALM,0.6,MODERATE_RISK
JED-SHIFT-29095,2051-09-19T00:00:00Z,DUST_HAZE,5694,34.0,24.0,6.0,9,2,1,154,14,WEEKDAY_CALM,0.64,MODERATE_RISK
JED-SHIFT-22558,2045-10-01T00:00:00Z,DUST_HAZE,5157,37.0,27.0,5.0,7,2,1,177,15,WEEKDAY_CALM,0.67,MODERATE_RISK
JED-SHIFT-30058,2052-08-05T00:00:00Z,DUST_HAZE,3657,37.0,27.0,5.0,7,2,1,157,18,WEEKDAY_CALM,0.67,MODERATE_RISK
JED-SHIFT-12141,2036-03-29T16:00:00Z,CLEAR,9140,20.0,7.5,0.0,0,0,0,80,7,WEEKEND_RUSH,0.2,LOW_RISK
JED-SHIFT-13737,2037-09-12T16:00:00Z,CLEAR,9736,27.2,16.5,1.2,0,0,0,116,3,WEEKEND_RUSH,0.36,LOW_RISK
JED-SHIFT-10218,2034-06-27T16:00:00Z,CLEAR,9217,28.4,3.0,2.4,1,1,1,77,4,WEEKDAY_CALM,0.37,LOW_RISK
JED-SHIFT-20818,2044-02-29T00:00:00Z,DUST_HAZE,3417,37.0,27.0,5.0,7,2,1,117,18,WEEKDAY_CALM,0.67,MODERATE_RISK
JED-SHIFT-34391,2056-07-19T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,220,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-30090,2052-08-15T16:00:00Z,CLEAR,3689,39.0,29.0,5.0,9,4,3,109,15,WEEKDAY_CALM,0.69,MODERATE_RISK
JED-SHIFT-13820,2037-10-10T08:00:00Z,CLEAR,9819,30.8,6.0,4.8,3,1,1,79,6,WEEKEND_RUSH,0.39,LOW_RISK
JED-SHIFT-37273,2059-03-07T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,202,20,WEEKEND_RUSH,0.88,HIGH_RISK
JED-SHIFT-11240,2035-06-03T08:00:00Z,CLEAR,9239,30.8,6.0,4.8,3,1,1,79,10,WEEKDAY_CALM,0.39,LOW_RISK
JED-SHIFT-24752,2047-10-02T08:00:00Z,CLEAR,4351,31.0,16.0,7.0,6,3,2,131,18,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-17204,2040-11-11T08:00:00Z,CLEAR,9203,23.6,19.5,3.6,3,1,1,103,6,WEEKDAY_CALM,0.23,LOW_RISK
JED-SHIFT-28963,2051-08-06T00:00:00Z,DUST_HAZE,5562,32.0,27.0,6.0,7,2,1,102,15,WEEKDAY_CALM,0.62,MODERATE_RISK
JED-SHIFT-15918,2039-09-09T16:00:00Z,CLEAR,9917,28.4,3.0,2.4,1,1,1,77,8,WEEKEND_RUSH,0.37,LOW_RISK
JED-SHIFT-25836,2048-09-27T16:00:00Z,CLEAR,5435,35.0,20.0,7.0,5,4,3,175,17,WEEKDAY_CALM,0.65,MODERATE_RISK
JED-SHIFT-01742,2026-10-02T08:00:00Z,CLEAR,9741,21.2,1.5,1.2,1,1,1,61,8,WEEKEND_RUSH,0.21,LOW_RISK
JED-SHIFT-18003,2041-08-04T16:00:00Z,CLEAR,9002,22.4,3.0,2.4,2,0,0,62,5,WEEKDAY_CALM,0.22,LOW_RISK
JED-SHIFT-35421,2057-06-27T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,200,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-38586,2060-05-17T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,215,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-25913,2048-10-23T08:00:00Z,CLEAR,5512,32.0,22.0,4.0,7,3,2,172,23,WEEKEND_RUSH,0.62,MODERATE_RISK
JED-SHIFT-38658,2060-06-10T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,187,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-16467,2040-03-10T16:00:00Z,CLEAR,9466,27.2,16.5,1.2,2,0,0,86,5,WEEKEND_RUSH,0.26,LOW_RISK
JED-SHIFT-35998,2058-01-06T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,227,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-21047,2044-05-15T08:00:00Z,CLEAR,3646,36.0,16.0,6.0,6,3,2,106,16,WEEKDAY_CALM,0.66,MODERATE_RISK
JED-SHIFT-02855,2027-10-08T08:00:00Z,CLEAR,9854,24.8,6.0,4.8,2,0,0,94,9,WEEKEND_RUSH,0.34,LOW_RISK
JED-SHIFT-06135,2030-10-05T16:00:00Z,CLEAR,9134,24.8,21.0,4.8,2,0,0,74,9,WEEKEND_RUSH,0.34,LOW_RISK
JED-SHIFT-38959,2060-09-19T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,188,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-09304,2033-08-27T00:00:00Z,CLEAR,9303,23.6,4.5,3.6,3,1,1,63,10,WEEKEND_RUSH,0.23,LOW_RISK
JED-SHIFT-36016,2058-01-12T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,195,20,WEEKEND_RUSH,0.88,HIGH_RISK
JED-SHIFT-11263,2035-06-11T00:00:00Z,CLEAR,9262,22.4,18.0,2.4,2,0,0,102,9,WEEKDAY_CALM,0.22,LOW_RISK
JED-SHIFT-07324,2031-11-06T00:00:00Z,CLEAR,9323,23.6,4.5,3.6,3,1,1,63,6,WEEKDAY_CALM,0.23,LOW_RISK
JED-SHIFT-21123,2044-06-09T16:00:00Z,CLEAR,3722,32.0,17.0,6.0,7,4,3,102,15,WEEKDAY_CALM,0.62,MODERATE_RISK
JED-SHIFT-04922,2029-08-27T08:00:00Z,CLEAR,9921,21.2,1.5,1.2,1,1,1,61,4,WEEKDAY_CALM,0.21,LOW_RISK
JED-SHIFT-39455,2061-03-03T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,184,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-17842,2041-06-12T00:00:00Z,CLEAR,9841,21.2,9.0,1.2,1,1,1,81,4,WEEKDAY_CALM,0.21,LOW_RISK
JED-SHIFT-27682,2050-06-05T00:00:00Z,DUST_HAZE,4281,31.0,21.0,5.0,6,2,1,101,15,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-06025,2030-08-30T00:00:00Z,CLEAR,9024,24.8,13.5,4.8,0,0,0,84,3,WEEKEND_RUSH,0.24,LOW_RISK
JED-SHIFT-06814,2031-05-20T00:00:00Z,CLEAR,9813,23.6,4.5,3.6,1,1,1,93,8,WEEKDAY_CALM,0.33,LOW_RISK
